nome_cientifico,reino,filo,classe,ordem,familia,genero,grupo_taxonomico
Megalobulimus rolandianus,Animalia,Mollusca,Gastropoda,Stylommatophora,Strophocheilidae,Megalobulimus,moluscos
Dendrocolaptes transfasciatus,Animalia,Chordata,Aves,Passeriformes,Dendrocolaptidae,Dendrocolaptes,aves
Eusarcus elinae,Animalia,Arthropoda,Arachnida,Opiliones,Gonyleptidae,Eusarcus,aracnideos
Anodorhynchus leari,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Anodorhynchus,aves
Coarazuphium caatinga,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Coarazuphium,insetos
Sclerurus cearensis,Animalia,Chordata,Aves,Passeriformes,Scleruridae,Sclerurus,aves
Bothrops muriciensis,Animalia,Chordata,Reptilia,Squamata,Viperidae,Bothrops,repteis
Arlesia intermedia,Animalia,Arthropoda,Entognatha,Symphypleona,Arrhopalitidae,Arlesia,outros
Anumara forbesi,Animalia,Chordata,Aves,Passeriformes,Icteridae,Anumara,aves
Hylexetastes brigidai,Animalia,Chordata,Aves,Passeriformes,Dendrocolaptidae,Hylexetastes,aves
Placosoma cipoense,Animalia,Chordata,Reptilia,Squamata,Gymnophthalmidae,Placosoma,repteis
Phylloscartes ceciliae,Animalia,Chordata,Aves,Passeriformes,Rhynchocyclidae,Phylloscartes,aves
Adelophryne maranguapensis,Animalia,Chordata,Amphibia,Anura,Eleutherodactylidae,Adelophryne,anfibios
Puffinus lherminieri,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,aves
Dendrocolaptes medius,Animalia,Chordata,Aves,Passeriformes,Dendrocolaptidae,Dendrocolaptes,aves
Aegla manuinflata,Animalia,Arthropoda,Malacostraca,Decapoda,Aeglidae,Aegla,crustaceos
Sphaenorhynchus bromelicola,Animalia,Chordata,Amphibia,Anura,Hylidae,Sphaenorhynchus,anfibios
Helicops boitata,Animalia,Chordata,Reptilia,Squamata,Dipsadidae,Helicops,repteis
Franciscobasis franciscoi,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Franciscobasis,insetos
Aegla brevipalma,Animalia,Arthropoda,Malacostraca,Decapoda,Aeglidae,Aegla,crustaceos
Furipterus horrens,Animalia,Chordata,Mammalia,Chiroptera,Furipteridae,Furipterus,mamiferos
Pachylospeleus strinatii,Animalia,Arthropoda,Arachnida,Opiliones,Gonyleptidae,Pachylospeleus,aracnideos
Circus cinereus,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Circus,aves
Titanolebias cheradophilus,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Titanolebias,peixes
Homonota uruguayensis,Animalia,Chordata,Reptilia,Squamata,Phyllodactylidae,Homonota,repteis
Garcialebias nigrofasciatus,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Garcialebias,peixes
Nematolebias whitei,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Nematolebias,peixes
Pseudosinella ambigua,Animalia,Arthropoda,Entognatha,Entomobryomorpha,Entomobryidae,Pseudosinella,outros
Carcharhinus longimanus,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,peixes
Amphisbaena arda,Animalia,Chordata,Reptilia,Squamata,Amphisbaenidae,Amphisbaena,repteis
Mimagoniates sylvicola,Animalia,Chordata,Actinopterygii,Characiformes,Stevardiidae,Mimagoniates,peixes
Euvola ziczac,Animalia,Mollusca,Bivalvia,Pectinida,Pectinidae,Euvola,moluscos
Rodriguesophis chui,Animalia,Chordata,Reptilia,Squamata,Dipsadidae,Rodriguesophis,repteis
Amphisbaena metallurga,Animalia,Chordata,Reptilia,Squamata,Amphisbaenidae,Amphisbaena,repteis
Cynolebias akroa,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Cynolebias,peixes
Leptokoenenia pelada,Animalia,Arthropoda,Arachnida,Palpigradi,Eukoeneniidae,Leptokoenenia,aracnideos
Moema piriana,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Moema,peixes
Hyperaulax ramagei,Animalia,Mollusca,Gastropoda,Stylommatophora,Odontostomidae,Hyperaulax,moluscos
Pogonopoma obscurum,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Pogonopoma,peixes
Podocnemis sextuberculata,Animalia,Chordata,Reptilia,Testudines,Podocnemididae,Podocnemis,repteis
Myliobatis freminvillei,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Myliobatis,peixes
Metagonia potiguar,Animalia,Arthropoda,Arachnida,Araneae,Pholcidae,Metagonia,aracnideos
Amphisbaena saxosa,Animalia,Chordata,Reptilia,Squamata,Amphisbaenidae,Amphisbaena,repteis
Colossoma macropomum,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Colossoma,peixes
Pseudotocinclus tietensis,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Pseudotocinclus,peixes
Orobrassolis ornamentalis,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Orobrassolis,insetos
Ophthalmolebias suzarti,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Ophthalmolebias,peixes
Psammisotoma restingae,Animalia,Arthropoda,Entognatha,Entomobryomorpha,Isotomidae,Psammisotoma,outros
Mycetagroicus urbanus,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Mycetagroicus,insetos
Tomigerus gibberulus,Animalia,Mollusca,Gastropoda,Stylommatophora,Odontostomidae,Tomigerus,moluscos
Benthana alba,Animalia,Arthropoda,Malacostraca,Isopoda,Philosciidae,Benthana,crustaceos
Diomedea sanfordi,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Diomedea,aves
Sphyrna tudes,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,peixes
Campellolebias chrysolineatus,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Campellolebias,peixes
Phrynomedusa marginata,Animalia,Chordata,Amphibia,Anura,Phyllomedusidae,Phrynomedusa,anfibios
Mustelus canis,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,peixes
Rachoviscus crassiceps,Animalia,Chordata,Actinopterygii,Characiformes,Acestrorhamphidae,Rachoviscus,peixes
Rhegmatorhina hoffmannsi,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Rhegmatorhina,aves
Hypsolebias tocantinensis,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Hypsolebias,peixes
Prochilodus harttii,Animalia,Chordata,Actinopterygii,Characiformes,Prochilodontidae,Prochilodus,peixes
Hylopezus whittakeri,Animalia,Chordata,Aves,Passeriformes,Grallariidae,Hylopezus,aves
Machadagrion garbei,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Machadagrion,insetos
Aegla charon,Animalia,Arthropoda,Malacostraca,Decapoda,Aeglidae,Aegla,crustaceos
Hypsolebias harmonicus,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Hypsolebias,peixes
Girardia multidiverticulata,Animalia,Platyhelminthes,Rhabditophora,Tricladida,Dugesiidae,Girardia,outros
Plecturocebus grovesi,Animalia,Chordata,Mammalia,Primates,Pitheciidae,Plecturocebus,mamiferos
Chlorosoma laticeps,Animalia,Chordata,Reptilia,Squamata,Dipsadidae,Chlorosoma,repteis
Elaenia ridleyana,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Elaenia,aves
Centris hyptidoides,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Centris,insetos
Aegla loyolai,Animalia,Arthropoda,Malacostraca,Decapoda,Aeglidae,Aegla,crustaceos
Lepidothrix vilasboasi,Animalia,Chordata,Aves,Passeriformes,Pipridae,Lepidothrix,aves
Thamnophilus aethiops distans,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Thamnophilus,aves
Hypsolebias splendissimus,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Hypsolebias,peixes
Cyanocorax hafferi,Animalia,Chordata,Aves,Passeriformes,Corvidae,Cyanocorax,aves
Kerodon acrobata,Animalia,Chordata,Mammalia,Rodentia,Caviidae,Kerodon,mamiferos
Brachyteles hypoxanthus,Animalia,Chordata,Mammalia,Primates,Atelidae,Brachyteles,mamiferos
Hylodes mertensi,Animalia,Chordata,Amphibia,Anura,Hylodidae,Hylodes,anfibios
Anthus nattereri,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Anthus,aves
Gymnolebias jaegari,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Gymnolebias,peixes
Carcharhinus obscurus,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,peixes
Isoctenus corymbus,Animalia,Arthropoda,Arachnida,Araneae,Ctenidae,Isoctenus,aracnideos
Crossodactylodes izecksohni,Animalia,Chordata,Amphibia,Anura,Leptodactylidae,Crossodactylodes,anfibios
Amazona rhodocorytha,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,aves
Physeter macrocephalus,Animalia,Chordata,Mammalia,Artiodactyla,Physeteridae,Physeter,mamiferos
Ameivula cipoensis,Animalia,Chordata,Reptilia,Squamata,Teiidae,Ameivula,repteis
Leptopanchax citrinipinnis,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Leptopanchax,peixes
Drepanotrema pileatum,Animalia,Mollusca,Gastropoda,Pulmonata,Planorbidae,Drepanotrema,moluscos
Seira mataraquensis,Animalia,Arthropoda,Entognatha,Entomobryomorpha,Entomobryidae,Seira,outros
Campylorhamphus multostriatus,Animalia,Chordata,Aves,Passeriformes,Dendrocolaptidae,Campylorhamphus,aves
Phaethon lepturus,Animalia,Chordata,Aves,Phaethontiformes,Phaethontidae,Phaethon,aves
Leptodon forbesi,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Leptodon,aves
Sporophila frontalis,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Sporophila,aves
Endecous peruassuensis,Animalia,Arthropoda,Insecta,Orthoptera,Phalangopsidae,Endecous,insetos
Celeus galeatus,Animalia,Chordata,Aves,Piciformes,Picidae,Celeus,aves
Hermanella nigra,Animalia,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Hermanella,insetos
Aegla franca,Animalia,Arthropoda,Malacostraca,Decapoda,Aeglidae,Aegla,crustaceos
Ischnocnema epipeda,Animalia,Chordata,Amphibia,Anura,Brachycephalidae,Ischnocnema,anfibios
Oxymycterus caparaoe,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Oxymycterus,mamiferos
Halichoeres rubrovirens,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Halichoeres,peixes
Chiropotes utahicki,Animalia,Chordata,Mammalia,Primates,Pitheciidae,Chiropotes,mamiferos
Formicivora erythronotos,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Formicivora,aves
Phyllomyias reiseri,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Phyllomyias,aves
Johngarthia lagostoma,Animalia,Arthropoda,Malacostraca,Decapoda,Gecarcinidae,Johngarthia,crustaceos
Forcepsioneura machadorum,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Forcepsioneura,insetos
Matilebias alexandri,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Matilebias,peixes
Phyllocaulis renschi,Animalia,Mollusca,Gastropoda,Gymnomorpha,Veronicellidae,Phyllocaulis,moluscos
Cassis tuberosa,Animalia,Mollusca,Gastropoda,Littorinimorpha,Cassidae,Cassis,moluscos
Synaptula secreta,Animalia,Echinodermata,Holothuroidea,Apodida,Synaptidae,Synaptula,outros
Isbrueckerichthys saxicola,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Isbrueckerichthys,peixes
Aegla renana,Animalia,Arthropoda,Malacostraca,Decapoda,Aeglidae,Aegla,crustaceos
Rowlandius ubajara,Animalia,Arthropoda,Arachnida,Schizomida,Hubbardiidae,Rowlandius,aracnideos
Coleodactylus elizae,Animalia,Chordata,Reptilia,Squamata,Sphaerodactylidae,Coleodactylus,repteis
Cinclodes espinhacensis,Animalia,Chordata,Aves,Passeriformes,Furnariidae,Cinclodes,aves
Dobrodesmus mirabilis,Animalia,Arthropoda,Diplopoda,Polydesmida,Dobrodesmidae,Dobrodesmus,outros
Epinecrophylla dentei,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Epinecrophylla,aves
Iuiuia caeca,Animalia,Arthropoda,Insecta,Hemiptera,Kinnaridae,Iuiuia,insetos
Tropidurus mucujensis,Animalia,Chordata,Reptilia,Squamata,Tropiduridae,Tropidurus,repteis
Brasileirinho cavaticus,Animalia,Arthropoda,Malacostraca,Isopoda,Brasileirinidae,Brasileirinho,crustaceos
Terenura sicki,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Terenura,aves
Steindachneridion melanodermatum,Animalia,Chordata,Actinopterygii,Siluriformes,Pimelodidae,Steindachneridion,peixes
Amphisbaena nigricauda,Animalia,Chordata,Reptilia,Squamata,Amphisbaenidae,Amphisbaena,repteis
Holoaden bradei,Animalia,Chordata,Amphibia,Anura,Strabomantidae,Holoaden,anfibios
Lagothrix lagothricha lagothricha,Animalia,Chordata,Mammalia,Primates,Atelidae,Lagothrix,mamiferos
Charinus potiguar,Animalia,Arthropoda,Arachnida,Amblypygi,Charinidae,Charinus,aracnideos
Squatina occulta,Animalia,Chordata,Elasmobranchii,Squatiniformes,Squatinidae,Squatina,peixes
Hyalella veredae,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyalellidae,Hyalella,crustaceos
Monocondylaea franciscana,Animalia,Mollusca,Bivalvia,Unionida,Mycetopodidae,Monocondylaea,moluscos
Hypsolebias hellneri,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Hypsolebias,peixes
Acrobatornis fonsecai,Animalia,Chordata,Aves,Passeriformes,Furnariidae,Acrobatornis,aves
Sclerurus macconnelli bahiae,Animalia,Chordata,Aves,Passeriformes,Scleruridae,Sclerurus,aves
Scytalopus iraiensis,Animalia,Chordata,Aves,Passeriformes,Rhinocryptidae,Scytalopus,aves
Ancistrus minutus,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Ancistrus,peixes
Alectrurus tricolor,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Alectrurus,aves
Selenidera gouldii baturitensis,Animalia,Chordata,Aves,Piciformes,Ramphastidae,Selenidera,aves
Hypsolebias delucai,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Hypsolebias,peixes
Squatina guggenheim,Animalia,Chordata,Elasmobranchii,Squatiniformes,Squatinidae,Squatina,peixes
Synallaxis infuscata,Animalia,Chordata,Aves,Passeriformes,Furnariidae,Synallaxis,aves
Rhopornis ardesiacus,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Rhopornis,aves
Parastacus tuerkayi,Animalia,Arthropoda,Malacostraca,Decapoda,Parastacidae,Parastacus,crustaceos
Hypsolebias shibattai,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Hypsolebias,peixes
Hypsolebias flavicaudatus,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Hypsolebias,peixes
Glossoscolex matogrossensis,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Glossoscolex,outros
Callicebus nigrifrons,Animalia,Chordata,Mammalia,Primates,Pitheciidae,Callicebus,mamiferos
Leontopithecus chrysomelas,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Leontopithecus,mamiferos
Ameiva parecis,Animalia,Chordata,Reptilia,Squamata,Teiidae,Ameiva,repteis
Philodryas livida,Animalia,Chordata,Reptilia,Squamata,Dipsadidae,Philodryas,repteis
Thamnophilus nigrocinereus huberi,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Thamnophilus,aves
Inia araguaiaensis,Animalia,Chordata,Mammalia,Artiodactyla,Iniidae,Inia,mamiferos
Spelaeochernes gracilipalpus,Animalia,Arthropoda,Arachnida,Pseudoscorpiones,Chernetidae,Spelaeochernes,aracnideos
Melanorivulus leali,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Melanorivulus,peixes
Leposoma puk,Animalia,Chordata,Reptilia,Squamata,Gymnophthalmidae,Leposoma,repteis
Hypsolebias lopesi,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Hypsolebias,peixes
Ginglymostoma cirratum,Animalia,Chordata,Elasmobranchii,Orectolobiformes,Ginglymostomatidae,Ginglymostoma,peixes
Ozotoceros bezoarticus leucogaster,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Ozotoceros,mamiferos
Chiasmocleis alagoana,Animalia,Chordata,Amphibia,Anura,Microhylidae,Chiasmocleis,anfibios
Scriptosaura catimbau,Animalia,Chordata,Reptilia,Squamata,Gymnophthalmidae,Scriptosaura,repteis
Tinamus tao,Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Tinamus,aves
Trichomycterus dali,Animalia,Chordata,Actinopterygii,Siluriformes,Trichomycteridae,Trichomycterus,peixes
Ophthalmolebias rosaceus,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Ophthalmolebias,peixes
Bothrops sazimai,Animalia,Chordata,Reptilia,Squamata,Viperidae,Bothrops,repteis
Glossoscolex riograndensis,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Glossoscolex,outros
Sapajus cay,Animalia,Chordata,Mammalia,Primates,Cebidae,Sapajus,mamiferos
Coarazuphium kayapo,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Coarazuphium,insetos
Atlantodesmus pickeli,Animalia,Arthropoda,Diplopoda,Polydesmida,Chelodesmidae,Atlantodesmus,outros
Penelope jacucaca,Animalia,Chordata,Aves,Galliformes,Cracidae,Penelope,aves
Malacoptila minor,Animalia,Chordata,Aves,Galbuliformes,Bucconidae,Malacoptila,aves
Ctenomys flamarioni,Animalia,Chordata,Mammalia,Rodentia,Ctenomyidae,Ctenomys,mamiferos
Chelonoidis carbonarius,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Chelonoidis,repteis
Crenicichla jupiaensis,Animalia,Chordata,Actinopterygii,Cichliformes,Cichlidae,Crenicichla,peixes
Neomorphus squamiger,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Neomorphus,aves
Indiani gaspar,Animalia,Arthropoda,Arachnida,Araneae,Gnaphosidae,Indiani,aracnideos
Crax blumenbachii,Animalia,Chordata,Aves,Galliformes,Cracidae,Crax,aves
Macrobrachium denticulatum,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,crustaceos
Amphisbaena tiaraju,Animalia,Chordata,Reptilia,Squamata,Amphisbaenidae,Amphisbaena,repteis
Xipholena lamellipennis,Animalia,Chordata,Aves,Passeriformes,Cotingidae,Xipholena,aves
Atlantirivulus maricensis,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Atlantirivulus,peixes
Phrynops williamsi,Animalia,Chordata,Reptilia,Testudines,Chelidae,Phrynops,repteis
Mycetopoda legumen,Animalia,Mollusca,Bivalvia,Unionida,Mycetopodidae,Mycetopoda,moluscos
Myliobatis goodei,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Myliobatis,peixes
Microglanis robustus,Animalia,Chordata,Actinopterygii,Siluriformes,Pseudopimelodidae,Microglanis,peixes
Makaira nigricans,Animalia,Chordata,Actinopterygii,Perciformes,Istiophoridae,Makaira,peixes
Phyllomys brasiliensis,Animalia,Chordata,Mammalia,Rodentia,Echimyidae,Phyllomys,mamiferos
Ferricixius davidi,Animalia,Arthropoda,Insecta,Hemiptera,Cixiidae,Ferricixius,insetos
Crax globulosa,Animalia,Chordata,Aves,Galliformes,Cracidae,Crax,aves
Scytalopus gonzagai,Animalia,Chordata,Aves,Passeriformes,Rhinocryptidae,Scytalopus,aves
Burhinus bistriatus,Animalia,Chordata,Aves,Charadriiformes,Burhinidae,Burhinus,aves
Lavajatus moroi,Animalia,Mollusca,Gastropoda,Stylommatophora,Achatinidae,Lavajatus,moluscos
Xenohyla truncata,Animalia,Chordata,Amphibia,Anura,Hylidae,Xenohyla,anfibios
Eukoenenia neytiri,Animalia,Arthropoda,Arachnida,Palpigradi,Eukoeneniidae,Eukoenenia,aracnideos
Trinomys minor,Animalia,Chordata,Mammalia,Rodentia,Echimyidae,Trinomys,mamiferos
Apostolepis arenaria,Animalia,Chordata,Reptilia,Squamata,Dipsadidae,Apostolepis,repteis
Cyphocharax jagunco,Animalia,Chordata,Actinopterygii,Characiformes,Curimatidae,Cyphocharax,peixes
Lopholatilus villarii,Animalia,Chordata,Actinopterygii,Acanthuriformes,Latilidae,Lopholatilus,peixes
Pterodroma madeira,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Pterodroma,aves
Spelaeogammarus ginae,Animalia,Arthropoda,Malacostraca,Amphipoda,Artesiidae,Spelaeogammarus,crustaceos
Callithrix aurita,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Callithrix,mamiferos
Sparisoma axillare,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,Sparisoma,peixes
Lebiasina marilynae,Animalia,Chordata,Actinopterygii,Characiformes,Lebiasinidae,Lebiasina,peixes
Trogon muriciensis,Animalia,Chordata,Aves,Trogoniformes,Trogonidae,Trogon,aves
Ideoroncus cavicola,Animalia,Arthropoda,Arachnida,Pseudoscorpiones,Ideoroncidae,Ideoroncus,aracnideos
Limnodromus griseus,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Limnodromus,aves
Pyrrhura cruentata,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pyrrhura,aves
Austrolebias univentripinnis,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Austrolebias,peixes
Listrura depinnai,Animalia,Chordata,Actinopterygii,Siluriformes,Trichomycteridae,Listrura,peixes
Rachoviscus graciliceps,Animalia,Chordata,Actinopterygii,Characiformes,Acestrorhamphidae,Rachoviscus,peixes
Sphaenorhynchus cammaeus,Animalia,Chordata,Amphibia,Anura,Hylidae,Sphaenorhynchus,anfibios
Conopophaga lineata lineata,Animalia,Chordata,Aves,Passeriformes,Conopophagidae,Conopophaga,aves
Panthera onca,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,mamiferos
Conothraupis mesoleuca,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Conothraupis,aves
Ariadna aurea,Animalia,Arthropoda,Arachnida,Araneae,Segestriidae,Ariadna,aracnideos
Geositta poeciloptera,Animalia,Chordata,Aves,Passeriformes,Scleruridae,Geositta,aves
Amphisbaena arenaria,Animalia,Chordata,Reptilia,Squamata,Amphisbaenidae,Amphisbaena,repteis
Bokermannohyla napolii,Animalia,Chordata,Amphibia,Anura,Hylidae,Bokermannohyla,anfibios
Archolaemus santosi,Animalia,Chordata,Actinopterygii,Gymnotiformes,Sternopygidae,Archolaemus,peixes
Atlantoraja castelnaui,Animalia,Chordata,Elasmobranchii,Rajiformes,Arhynchobatidae,Atlantoraja,peixes
Cephalometra pallida,Animalia,Arthropoda,Insecta,Hemiptera,Hydrometridae,Cephalometra,insetos
Dolichothele diamantinensis,Animalia,Arthropoda,Arachnida,Araneae,Theraphosidae,Dolichothele,aracnideos
Fregata minor,Animalia,Chordata,Aves,Suliformes,Fregatidae,Fregata,aves
Sporophila nigrorufa,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Sporophila,aves
Pampasatyrus reticulata gagarini,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Pampasatyrus,insetos
Cephalotes liviaprado,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Cephalotes,insetos
Kryptolebias brasiliensis,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Kryptolebias,peixes
Glaucomastix littoralis,Animalia,Chordata,Reptilia,Squamata,Teiidae,Glaucomastix,repteis
Pyrrhura lepida,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pyrrhura,aves
Crossodactylus franciscanus,Animalia,Chordata,Amphibia,Anura,Hylodidae,Crossodactylus,anfibios
Priodontes maximus,Animalia,Chordata,Mammalia,Cingulata,Chlamyphoridae,Priodontes,mamiferos
Heteroxolmis dominicanus,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Heteroxolmis,aves
Tapirus terrestris,Animalia,Chordata,Mammalia,Perissodactyla,Tapiridae,Tapirus,mamiferos
Rhipidodonta garbei,Animalia,Mollusca,Bivalvia,Unionida,Hyriidae,Rhipidodonta,moluscos
Psalidodon crenuchoides,Animalia,Chordata,Actinopterygii,Characiformes,Acestrorhamphidae,Psalidodon,peixes
Arhysosage biguttulata,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,Arhysosage,insetos
Pogonias courbina,Animalia,Chordata,Actinopterygii,Acanthuriformes,Sciaenidae,Pogonias,peixes
Pampasatyrus glaucope eberti,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Pampasatyrus,insetos
Sternarchorhynchus kokraimoro,Animalia,Chordata,Actinopterygii,Gymnotiformes,Apteronotidae,Sternarchorhynchus,peixes
Apostolepis quirogai,Animalia,Chordata,Reptilia,Squamata,Dipsadidae,Apostolepis,repteis
Arlea psammophila,Animalia,Arthropoda,Entognatha,Entomobryomorpha,Isotomidae,Arlea,outros
Pampasatyrus glaucope boenninghauseni,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Pampasatyrus,insetos
Isotomurus riparius,Animalia,Arthropoda,Entognatha,Entomobryomorpha,Isotomidae,Isotomurus,outros
Starksia multilepis,Animalia,Chordata,Actinopterygii,Perciformes,Labrisomidae,Starksia,peixes
Ctenomys lami,Animalia,Chordata,Mammalia,Rodentia,Ctenomyidae,Ctenomys,mamiferos
Coarazuphium pains,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Coarazuphium,insetos
Cartagonum apiuba,Animalia,Arthropoda,Insecta,Coleoptera,Lycidae,Cartagonum,insetos
Oreaster reticulatus,Animalia,Echinodermata,Asteroidea,Valvatida,Oreasteridae,Oreaster,outros
Sclerurus caudacutus umbretta,Animalia,Chordata,Aves,Passeriformes,Scleruridae,Sclerurus,aves
Sternarchorhynchus higuchii,Animalia,Chordata,Actinopterygii,Gymnotiformes,Apteronotidae,Sternarchorhynchus,peixes
Pterodroma deserta,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Pterodroma,aves
Steindachneridion scriptum,Animalia,Chordata,Actinopterygii,Siluriformes,Pimelodidae,Steindachneridion,peixes
Campellolebias intermedius,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Campellolebias,peixes
Oligoneuria amandae,Animalia,Arthropoda,Insecta,Ephemeroptera,Oligoneuriidae,Oligoneuria,insetos
Ctenomys minutus,Animalia,Chordata,Mammalia,Rodentia,Ctenomyidae,Ctenomys,mamiferos
Formicivora paludicola,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Formicivora,aves
Hemitriccus kaempferi,Animalia,Chordata,Aves,Passeriformes,Rhynchocyclidae,Hemitriccus,aves
Bokermannohyla vulcaniae,Animalia,Chordata,Amphibia,Anura,Hylidae,Bokermannohyla,anfibios
Ischnotelson guanambiensis,Animalia,Arthropoda,Arachnida,Scorpiones,Buthidae,Ischnotelson,aracnideos
Hyphessobrycon taurocephalus,Animalia,Chordata,Actinopterygii,Characiformes,Acestrorhamphidae,Hyphessobrycon,peixes
Stegastes trindadensis,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Stegastes,peixes
