nome_cientifico,nome_popular,reino,filo,classe,ordem,familia,genero,grupo_taxonomico
Grallaria varia intercedens,Tovacuçu-malhado,Animalia,Chordata,Aves,Passeriformes,Grallariidae,Grallaria,aves
Negaprion brevirostris,Tubarão-limão,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Negaprion,peixes
Bathygobius brasiliensis,Bimba de Nego,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Bathygobius,peixes
Parathyone surinamensis,,Animalia,Echinodermata,Holothuroidea,Dendrochirotida,Cucumariidae,Parathyone,outros
Potamolithus karsticus,Caramujo-de-caverna,Animalia,Mollusca,Gastropoda,Caenogastropoda,Tateidae,Potamolithus,moluscos
Tangara fastuosa,pintor,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Tangara,aves
Tolypeutes tricinctus,Tatu-Bola,Animalia,Chordata,Mammalia,Cingulata,Chlamyphoridae,Tolypeutes,mamiferos
Pyrrhura molinae,Periquito-de-cauda-vermelha,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pyrrhura,aves
Loxosceles troglobia,,Animalia,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,aracnideos
Leporinus guttatus,Aracu,Animalia,Chordata,Actinopterygii,Characiformes,Anostomidae,Leporinus,peixes
Myrmotherula fluminensis,choquinha-fluminense,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Myrmotherula,aves
Mycteroperca bonaci,Badejo,Animalia,Chordata,Actinopterygii,Perciformes,Epinephelidae,Mycteroperca,peixes
Cambeva igobi,Candiru,Animalia,Chordata,Actinopterygii,Siluriformes,Trichomycteridae,Cambeva,peixes
Melanophryniscus formosus,,Animalia,Chordata,Amphibia,Anura,Bufonidae,Melanophryniscus,anfibios
Friesea noronhaensis,,Animalia,Arthropoda,Entognatha,Collembola,Neanuridae,Friesea,outros
Ischnocnema garciai,,Animalia,Chordata,Amphibia,Anura,Brachycephalidae,Ischnocnema,anfibios
Glossoscolex lutocolus,Minhoca,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Glossoscolex,outros
Ituglanis ramiroi,Bagrinho-de-caverna,Animalia,Chordata,Actinopterygii,Siluriformes,Trichomycteridae,Ituglanis,peixes
Trogolaphysa aelleni,,Animalia,Arthropoda,Entognatha,Entomobryomorpha,Paronellidae,Trogolaphysa,outros
Sporophila melanogaster,Caboclinho-de-barriga-preta,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Sporophila,aves
Leptopanchax opalescens,Peixe-anual,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Leptopanchax,peixes
Coarazuphium ricardoi,,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Coarazuphium,insetos
Eukoenenia spelunca,,Animalia,Arthropoda,Arachnida,Palpigradi,Eukoeneniidae,Eukoenenia,aracnideos
Relictopiolus galadriel,opilião,Animalia,Arthropoda,Arachnida,Opiliones,Kimulidae,Relictopiolus,aracnideos
Brycon vermelha,Vermelha,Animalia,Chordata,Actinopterygii,Characiformes,Bryconidae,Brycon,peixes
Ditaxodon taeniatus,Parelheira-listrada do campo,Animalia,Chordata,Reptilia,Squamata,Dipsadidae,Ditaxodon,repteis
Onychorhynchus swainsoni,caça-moscas-real-atlântico,Animalia,Chordata,Aves,Passeriformes,Onychorhynchidae,Onychorhynchus,aves
Cryptops spelaeoraptor,,Animalia,Arthropoda,Chilopoda,Scolopendromorpha,Cryptopidae,Cryptops,outros
Falsocaenia santatereza,,Animalia,Arthropoda,Insecta,Coleoptera,Lycidae,Falsocaenia,insetos
Anablepsoides cearensis,,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Anablepsoides,peixes
Anisolepis undulatus,,Animalia,Chordata,Reptilia,Squamata,Leiosauridae,Anisolepis,repteis
Dysithamnus plumbeus,choquinha-chumbo,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Dysithamnus,aves
Thespieus maacki,borboleta,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Thespieus,insetos
Brycon orbignyanus,Piracanjuba,Animalia,Chordata,Actinopterygii,Characiformes,Bryconidae,Brycon,peixes
Parotocinclus seridoensis,,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Parotocinclus,peixes
Brycon dulcis,Piabanha,Animalia,Chordata,Actinopterygii,Characiformes,Bryconidae,Brycon,peixes
Aegla camargoi,Egla,Animalia,Arthropoda,Malacostraca,Decapoda,Aeglidae,Aegla,crustaceos
Glaucomastix itabaianensis,Calango,Animalia,Chordata,Reptilia,Squamata,Teiidae,Glaucomastix,repteis
Crypturellus zabele,,Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Crypturellus,aves
Touit melanonotus,apuim-de-costas-pretas,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Touit,aves
Anabazenops dorsalis,barranqueiro-de-topete,Animalia,Chordata,Aves,Passeriformes,Furnariidae,Anabazenops,aves
Amphisbaena bahiana,Cobra-de-duas-cabeças,Animalia,Chordata,Reptilia,Squamata,Amphisbaenidae,Amphisbaena,repteis
Spaeleoleptes spaeleus,opilião,Animalia,Arthropoda,Arachnida,Opiliones,Escadabiidae,Spaeleoleptes,aracnideos
Arremonops conirostris,tico-tico-cantor,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Arremonops,aves
Baryancistrus longipinnis,Acari,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Baryancistrus,peixes
Balaenoptera musculus,Baleia-azul,Animalia,Chordata,Mammalia,Artiodactyla,Balaenopteridae,Balaenoptera,mamiferos
Chrysocyon brachyurus,Guará,Animalia,Chordata,Mammalia,Carnivora,Canidae,Chrysocyon,mamiferos
Stenocercus azureus,Iguaninha-Azul,Animalia,Chordata,Reptilia,Squamata,Tropiduridae,Stenocercus,repteis
Glomeridesmus spelaeus,,Animalia,Arthropoda,Diplopoda,Glomeridesmida,Glomerodesmidae,Glomeridesmus,outros
Ybyrapora gamba,,Animalia,Arthropoda,Arachnida,Araneae,Theraphosidae,Ybyrapora,aracnideos
Anomaloglossus tepequem,,Animalia,Chordata,Amphibia,Anura,Aromobatidae,Anomaloglossus,anfibios
Saimiri vanzolinii,Macaco-de-cheiro,Animalia,Chordata,Mammalia,Primates,Cebidae,Saimiri,mamiferos
Ateles chamek,Coatá-preto,Animalia,Chordata,Mammalia,Primates,Atelidae,Ateles,mamiferos
Pseudosinella paraensis,,Animalia,Arthropoda,Entognatha,Entomobryomorpha,Entomobryidae,Pseudosinella,outros
Lonchophylla dekeyseri,,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Lonchophylla,mamiferos
Haasica balzani,Bivalve,Animalia,Mollusca,Bivalvia,Unionida,Mycetopodidae,Haasica,moluscos
Aegla leptochela,Egla,Animalia,Arthropoda,Malacostraca,Decapoda,Aeglidae,Aegla,crustaceos
Camelobaetidius maranhensis,,Animalia,Arthropoda,Insecta,Ephemeroptera,Baetidae,Camelobaetidius,insetos
Penelope pileata,Jscu-do-norte,Animalia,Chordata,Aves,Galliformes,Cracidae,Penelope,aves
Ridleyconcha quinquelirata,,Animalia,Mollusca,Gastropoda,Pulmonata,Scolodontidae,Ridleyconcha,moluscos
Touit surdus,apuim-de-cauda-amarela,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Touit,aves
Cynolebias parnaibensis,,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Cynolebias,peixes
Isotomiella uai,,Animalia,Arthropoda,Entognatha,Entomobryomorpha,Isotomidae,Isotomiella,outros
Melanophryniscus biancae,,Animalia,Chordata,Amphibia,Anura,Bufonidae,Melanophryniscus,anfibios
Melanorivulus interruptus,,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Melanorivulus,peixes
Metopiellus painensis,,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Metopiellus,insetos
Ololygon faivovichi,,Animalia,Chordata,Amphibia,Anura,Hylidae,Ololygon,anfibios
Crax fasciolata pinima,Mutum-Pinima,Animalia,Chordata,Aves,Galliformes,Cracidae,Crax,aves
Prognathodes obliquus,Peixe-borboleta-de-São-Paulo,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Prognathodes,peixes
Myliobatis ridens,Raia-falcão-do-Atlântico,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Myliobatis,peixes
Psophia dextralis,jacamim-de-costas-marrons,Animalia,Chordata,Aves,Gruiformes,Psophiidae,Psophia,aves
Plecturocebus brunneus,Zogue-zogue,Animalia,Chordata,Mammalia,Primates,Pitheciidae,Plecturocebus,mamiferos
Spelaeobochica allodentatus,falso escorpião,Animalia,Arthropoda,Arachnida,Pseudoscorpiones,Bochicidae,Spelaeobochica,aracnideos
Matilebias cyaneus,Peixe-anual,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Matilebias,peixes
Simpulopsis wiebesi,,Animalia,Mollusca,Gastropoda,Pulmonata,Simpulopsidae,Simpulopsis,moluscos
Sluysia triapertura,,Animalia,Platyhelminthes,Rhabditophora,Tricladida,Uteriporidae,Sluysia,outros
Coarazuphium lundi,,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Coarazuphium,insetos
Hypanus marianae,Raia-mariquita,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Hypanus,peixes
Mycteroperca interstitialis,Badejo-amarelo,Animalia,Chordata,Actinopterygii,Perciformes,Epinephelidae,Mycteroperca,peixes
Cynolebias elegans,,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Cynolebias,peixes
Cylindroniscus platoi,Tatuzinho-de-jardim,Animalia,Arthropoda,Malacostraca,Isopoda,Styloniscidae,Cylindroniscus,crustaceos
Dendrocolaptes retentus,arapaçu-barrado-do-xingu,Animalia,Chordata,Aves,Passeriformes,Dendrocolaptidae,Dendrocolaptes,aves
Brasiliscincus caissara,Calango-liso-da-restinga,Animalia,Chordata,Reptilia,Squamata,Mabuyidae,Brasiliscincus,repteis
Melanophryniscus macrogranulosus,Sapinho-Narigudo-de-Barriga-Vermelha,Animalia,Chordata,Amphibia,Anura,Bufonidae,Melanophryniscus,anfibios
Hydropsalis candicans,,Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Hydropsalis,aves
Hypsolebias ghisolfii,Peixe-anual,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Hypsolebias,peixes
Euglossa cyanochlora,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Euglossa,insetos
Rhegmatorhina gymnops,formigueiro-d'olho-calvo,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Rhegmatorhina,aves
Bothrops otavioi,Jararaca-de-Vitória,Animalia,Chordata,Reptilia,Squamata,Viperidae,Bothrops,repteis
Lonchophylla bokermanni,Morcego-beija-flor,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Lonchophylla,mamiferos
Spelaeobochica muchmorei,falso escorpião,Animalia,Arthropoda,Arachnida,Pseudoscorpiones,Bochicidae,Spelaeobochica,aracnideos
Megalobulimus proclivis,Árua-do-Mato,Animalia,Mollusca,Gastropoda,Stylommatophora,Strophocheilidae,Megalobulimus,moluscos
Simpsonichthys punctulatus,Peixe-anual,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Simpsonichthys,peixes
Fimoscolex sporadochaetus,Minhoca-branca,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Fimoscolex,outros
Listrura nematopteryx,,Animalia,Chordata,Actinopterygii,Siluriformes,Trichomycteridae,Listrura,peixes
Mobula tarapacana,Jamanta,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Mobulidae,Mobula,peixes
Acrolebias carvalhoi,,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Acrolebias,peixes
Lophornis gouldii,colibri-de-leque-pintalgado,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Lophornis,aves
Colibri delphinae greenewalti,beija-flor-marrom,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Colibri,aves
Sphyrna gilberti,Tubarão-martelo-da-Carolina,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,peixes
Garcialebias botocudo,,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Garcialebias,peixes
Potamotrygon marquesi,,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,peixes
Hypsolebias picturatus,Peixe-anual,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Hypsolebias,peixes
Potamotrygon leopoldi,Arraia-Xingu,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,peixes
Leopardus colocola,,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,mamiferos
Melanorivulus amambaiensis,,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Melanorivulus,peixes
Simpsonichthys parallelus,Peixe-anual,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Simpsonichthys,peixes
Arrhopalites glabrofasciatus,,Animalia,Arthropoda,Entognatha,Symphypleona,Arrhopalitidae,Arrhopalites,outros
Hypsolebias macaubensis,Peixe-anual,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Hypsolebias,peixes
Troglobius ferroicus,,Animalia,Arthropoda,Entognatha,Entomobryomorpha,Paronellidae,Troglobius,outros
Thaumastus lundi,,Animalia,Mollusca,Gastropoda,Pulmonata,Bulimulidae,Thaumastus,moluscos
Diplodon fontainianus,Bivalve,Animalia,Mollusca,Bivalvia,Unionida,Hyriidae,Diplodon,moluscos
Ctenomys ibicuiensis,Tuco-tuco do Ibicuí,Animalia,Chordata,Mammalia,Rodentia,Ctenomyidae,Ctenomys,mamiferos
Hyalella formosa,,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyalellidae,Hyalella,crustaceos
Simpsonichthys espinhacensis,,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Simpsonichthys,peixes
Cassidulus mitis,,Animalia,Echinodermata,Echinoidea,Cassiduloida,Cassidulidae,Cassidulus,outros
Hypancistrus zebra,Cascudo-zebra-imperial,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Hypancistrus,peixes
Notholebias fractifasciatus,Peixe-anual,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Notholebias,peixes
Stegastes rocasensis,Donzela-de-Rocas,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Stegastes,peixes
Cypholebias cinereus,,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Cypholebias,peixes
Campellolebias brucei,Peixe-anual,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Campellolebias,peixes
Heterodactylus lundii,Briba,Animalia,Chordata,Reptilia,Squamata,Gymnophthalmidae,Heterodactylus,repteis
Dichotomius mysticus,,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Dichotomius,insetos
Melipona capixaba,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Melipona,insetos
Blastocerus dichotomus,Cervo do Pantanal,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Blastocerus,mamiferos
Seborgia potiguar,,Animalia,Arthropoda,Malacostraca,Amphipoda,Seborgiidae,Seborgia,crustaceos
Altitatiayus godinhorum,,Animalia,Arthropoda,Insecta,Coleoptera,Lucanidae,Altitatiayus,insetos
Hasemania maxillaris,Lambari,Animalia,Chordata,Actinopterygii,Characiformes,Acestrorhamphidae,Hasemania,peixes
Stichelia pelotensis,,Animalia,Arthropoda,Insecta,Lepidoptera,Riodinidae,Stichelia,insetos
Leopardus braccatus,Gato-do-Pantanal,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,mamiferos
Synallaxis kollari,joão-de-barba-grisalha,Animalia,Chordata,Aves,Passeriformes,Furnariidae,Synallaxis,aves
Xylophanes mielkei,mariposa,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Xylophanes,insetos
Coarazuphium cessaima,,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Coarazuphium,insetos
Gonyostomus insularis,,Animalia,Mollusca,Gastropoda,Stylommatophora,Strophocheilidae,Gonyostomus,moluscos
Pararrhopalites papaveroi,,Animalia,Arthropoda,Entognatha,Symphypleona,Sminthuridae,Pararrhopalites,outros
Rhopalothrix plaumanni,,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Rhopalothrix,insetos
Leptopanchax itanhaensis,Peixe-anual,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Leptopanchax,peixes
Hyperaulax ridleyi,,Animalia,Mollusca,Gastropoda,Stylommatophora,Odontostomidae,Hyperaulax,moluscos
Conopophaga cearae,Cuspidor-do-nordeste,Animalia,Chordata,Aves,Passeriformes,Conopophagidae,Conopophaga,aves
Notorynchus cepedianus,Cação-bruxa,Animalia,Chordata,Elasmobranchii,Hexanchiformes,Hexanchidae,Notorynchus,peixes
Cnipodectes superrufus,caça-moscas-do-manu,Animalia,Chordata,Aves,Passeriformes,Rhynchocyclidae,Cnipodectes,aves
Trogolaphysa barroca,,Animalia,Arthropoda,Entognatha,Entomobryomorpha,Paronellidae,Trogolaphysa,outros
Hippocampus reidi,Cavalo-marinho,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Hippocampus,peixes
Scarus trispinosus,Bico Verde,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,Scarus,peixes
Campylopterus calcirupicola,Asa-de-sabre-da-mata-seca,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Campylopterus,aves
Crossodactylus dispar,,Animalia,Chordata,Amphibia,Anura,Hylodidae,Crossodactylus,anfibios
Hypsolebias fulminantis,Peixe-anual,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Hypsolebias,peixes
Phalloptychus iheringii,Barrigudinho-riscado,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Phalloptychus,peixes
Ybyrapora diversipes,,Animalia,Arthropoda,Arachnida,Araneae,Theraphosidae,Ybyrapora,aracnideos
Typhochlaena seladonia,Caranguejeira-joia-brasileira,Animalia,Arthropoda,Arachnida,Araneae,Theraphosidae,Typhochlaena,aracnideos
Lepidocharax diamantina,,Animalia,Chordata,Actinopterygii,Characiformes,Stevardiidae,Lepidocharax,peixes
Parides ascanius,borboleta,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Parides,insetos
Matilebias paucisquama,Peixe-anual,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Matilebias,peixes
Myrmoderus ruficauda,Formigueiro de cauda ruiva,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Myrmoderus,aves
Tayassu pecari,Porcão,Animalia,Chordata,Mammalia,Artiodactyla,Tayassuidae,Tayassu,mamiferos
Epiperipatus ohausi,,Animalia,Onychophora,Onychophora,Euonychophora,Peripatidae,Epiperipatus,outros
Nematocharax varii,,Animalia,Chordata,Actinopterygii,Characiformes,Acestrorhamphidae,Nematocharax,peixes
Cycloramphus faustoi,rã-achatada-de-Alcatrazes-de-Fausto,Animalia,Chordata,Amphibia,Anura,Cycloramphidae,Cycloramphus,anfibios
Trigonectes strigabundus,,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Trigonectes,peixes
Hypsolebias alternatus,Peixe-anual,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Hypsolebias,peixes
Matilebias camaquensis,,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Matilebias,peixes
Pseudonannolene lundi,,Animalia,Arthropoda,Diplopoda,Spirostreptida,Pseudonannolenidae,Pseudonannolene,outros
Hippocampus erectus,Cavalinho-do-mar,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Hippocampus,peixes
Phyllomys centralis,Rato-da-árvore-Atlântico,Animalia,Chordata,Mammalia,Rodentia,Echimyidae,Phyllomys,mamiferos
Atractus caete,Cobra-da-terra da floresta,Animalia,Chordata,Reptilia,Squamata,Dipsadidae,Atractus,repteis
Arlea arenicola,,Animalia,Arthropoda,Entognatha,Entomobryomorpha,Isotomidae,Arlea,outros
Sparisoma frondosum,Bobo,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,Sparisoma,peixes
Hypsolebias hamadryades,,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Hypsolebias,peixes
Brycon vonoi,Piabanha,Animalia,Chordata,Actinopterygii,Characiformes,Bryconidae,Brycon,peixes
Spelunconiscus castroi,Tatuzinho-de-jardim,Animalia,Arthropoda,Malacostraca,Isopoda,Styloniscidae,Spelunconiscus,crustaceos
Megalobulimus fragilior,Árua-do-Mato,Animalia,Mollusca,Gastropoda,Stylommatophora,Strophocheilidae,Megalobulimus,moluscos
Amphisbaena persephone,Cobra-de-Duas-Cabeças-da-Terra,Animalia,Chordata,Reptilia,Squamata,Amphisbaenidae,Amphisbaena,repteis
Physalaemus soaresi,,Animalia,Chordata,Amphibia,Anura,Leptodactylidae,Physalaemus,anfibios
Psilops mucugensis,,Animalia,Chordata,Reptilia,Squamata,Gymnophthalmidae,Psilops,repteis
Calyptommatus leiolepis,,Animalia,Chordata,Reptilia,Squamata,Gymnophthalmidae,Calyptommatus,repteis
Alexandresaurus camacan,,Animalia,Chordata,Reptilia,Squamata,Gymnophthalmidae,Alexandresaurus,repteis
Procellaria aequinoctialis,Pardela-preta,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Procellaria,aves
Elacatinus figaro,Góbio-neon-brasileiro,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Elacatinus,peixes
Coarazuphium xikrin,,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Coarazuphium,insetos
Pyrrhura perlata,Tiriba-pérola,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pyrrhura,aves
Pyrrhura coerulescens,Tiribas,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pyrrhura,aves
Alouatta guariba clamitans,Barbado,Animalia,Chordata,Mammalia,Primates,Atelidae,Alouatta,mamiferos
Anodorhynchus hyacinthinus,Arara-jacinta,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Anodorhynchus,aves
Aegla cavernicola,Egla,Animalia,Arthropoda,Malacostraca,Decapoda,Aeglidae,Aegla,crustaceos
Thalassarche chlororhynchos,Albatroz-de-bico-amarelo-do-atlântico,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Thalassarche,aves
Cynolebias gorutuba,,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Cynolebias,peixes
Granatellus pelzelni paraensis,,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Granatellus,aves
Altitatiayus dulceae,,Animalia,Arthropoda,Insecta,Coleoptera,Lucanidae,Altitatiayus,insetos
Alouatta belzebul,Guariba-de-mãos-ruivas,Animalia,Chordata,Mammalia,Primates,Atelidae,Alouatta,mamiferos
Diopatra victoriae,,Animalia,Annelida,Polychaeta,Eunicida,Onuphidae,Diopatra,outros
Hylopezus paraensis,pita-formigueira-paraense,Animalia,Chordata,Aves,Passeriformes,Grallariidae,Hylopezus,aves
Trinomys yonenagae,Rato-de-espinho-cauda-de-facho,Animalia,Chordata,Mammalia,Rodentia,Echimyidae,Trinomys,mamiferos
Lepidochelys olivacea,Tartaruga-comum,Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Lepidochelys,repteis
Pterodroma incerta,freira-de-barriga-branca-do-atlântico,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Pterodroma,aves
Otophidium chickcharney,,Animalia,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae,Otophidium,peixes
Austrolebias ephemerus,Rivúlo-olho-de-ouro,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Austrolebias,peixes
Eukoenenia virgemdalapa,,Animalia,Arthropoda,Arachnida,Palpigradi,Eukoeneniidae,Eukoenenia,aracnideos
Garcialebias lourenciano,,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Garcialebias,peixes
Hypsolebias gibberatus,Peixe-anual,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Hypsolebias,peixes
Pteroglossus bitorquatus bitorquatus,Araçari-de-pescoço-vermelho,Animalia,Chordata,Aves,Piciformes,Ramphastidae,Pteroglossus,aves
Pectenoniscus sepultus,Tatuzinho-de-jardim,Animalia,Arthropoda,Malacostraca,Isopoda,Styloniscidae,Pectenoniscus,crustaceos
Synapterpes hanleyi,,Animalia,Mollusca,Gastropoda,Pulmonata,Subulinidae,Synapterpes,moluscos
Hypsolebias flammeus,Peixe-anual,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Hypsolebias,peixes
Amphisbaena heathi,Cobra-de-duas-cabeças,Animalia,Chordata,Reptilia,Squamata,Amphisbaenidae,Amphisbaena,repteis
Archisotoma arariboia,,Animalia,Arthropoda,Entognatha,Collembola,Isotomidae,Archisotoma,outros
Carcharhinus acronotus,Cação-lombo-preto,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,peixes
Hyphessobrycon duragenys,Lambari,Animalia,Chordata,Actinopterygii,Characiformes,Acestrorhamphidae,Hyphessobrycon,peixes
Scartella poiti,Blênio-de-Trindade,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Scartella,peixes
Ochyrocera ibitipoca,,Animalia,Arthropoda,Arachnida,Araneae,Ochyroceratidae,Ochyrocera,aracnideos
Ololygon peixotoi,,Animalia,Chordata,Amphibia,Anura,Hylidae,Ololygon,anfibios
Leposoma nanodactylus,,Animalia,Chordata,Reptilia,Squamata,Gymnophthalmidae,Leposoma,repteis
Phaethornis margarettae,Rabo-brancos,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Phaethornis,aves
Hypsolebias mediopapillatus,Peixe-anual,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Hypsolebias,peixes
Guaruba guarouba,Periquito-dourado,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Guaruba,aves
Celeus flavus subflavus,,Animalia,Chordata,Aves,Piciformes,Picidae,Celeus,aves
Thunnus thynnus,Atum,Animalia,Chordata,Actinopterygii,Scombriformes,Scombridae,Thunnus,peixes
Trichogenes claviger,bagrinho-de-kaetés,Animalia,Chordata,Actinopterygii,Siluriformes,Trichomycteridae,Trichogenes,peixes
Eukoenenia jequitinhonha,,Animalia,Arthropoda,Arachnida,Palpigradi,Eukoeneniidae,Eukoenenia,aracnideos
Pimelodella kronei,Bagre-cego-de-iporanga,Animalia,Chordata,Actinopterygii,Siluriformes,Heptapteridae,Pimelodella,peixes
Pseudochthonius limettioides,falso escorpião,Animalia,Arthropoda,Arachnida,Pseudoscorpiones,Chthoniidae,Pseudochthonius,aracnideos
Hollandichthys taramandahy,Lambari-listrado,Animalia,Chordata,Actinopterygii,Characiformes,Acestrorhamphidae,Hollandichthys,peixes
Xenurolebias myersi,Peixe-anual,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Xenurolebias,peixes
Brachycephalus mirissimus,,Animalia,Chordata,Amphibia,Anura,Brachycephalidae,Brachycephalus,anfibios
Trogolaphysa chapelensis,,Animalia,Arthropoda,Entognatha,Entomobryomorpha,Paronellidae,Trogolaphysa,outros
Monasa morphoeus morphoeus,,Animalia,Chordata,Aves,Galbuliformes,Bucconidae,Monasa,aves
